customer_unique_id,orders,first_order_date,last_order_date,revenue,aov,avg_review_score,avg_delivery_delay_days
9b11e010850a4045d2da80c7783fdbd1,1,2018-06-07,2018-06-07,3256.14,3256.14,1.0,-31.299733796296298
adfa1cab2b2c8706db21bb13c0a1beb1,1,2018-06-01,2018-06-01,3242.84,3242.84,3.0,-33.995868055555555
bbeb907759ef5fc169099af3c88d535d,1,2018-04-27,2018-04-27,3209.72,3209.72,5.0,-11.00550925925926
1b76903617af13189607a36b0469f6f3,1,2018-05-22,2018-05-22,3195.74,3195.74,1.0,-36.15872685185185
6f00d356a4be20527662aaf12116baab,1,2017-11-20,2017-11-20,3184.55,3184.55,2.0,23.981608796296296
46450c74a0d8c5ca9395da1daac6c120,1,2018-07-24,2018-08-17,3184.34,3184.34,1.0,-18.221342592592592
53fb3435773a4690e56010b169ee2820,1,2018-02-09,2018-02-09,3155.82,3155.82,5.0,-13.289837962962963
895617ab63a9ad8881d9470f7427cd25,1,2017-10-05,2017-10-05,3126.5,3126.5,5.0,-19.126377314814814
c6111f70f40b3420e387493c627c27fa,1,2017-10-10,2017-10-10,3126.5,3126.5,5.0,-13.046979166666667
be825ddd3b40db3f91bf05b4e9435d56,1,2018-06-11,2018-06-11,3122.72,3122.72,5.0,-12.211921296296296
f886a3f43af9ac928fbb4b56436c528c,1,2018-08-15,2018-08-15,3076.13,3076.13,5.0,-0.8461689814814815
ff0ae98646e7bbb41cf0f0d3991fef98,1,2017-06-05,2017-06-05,3048.27,3048.27,5.0,-19.30074074074074
0f75637a7e2f7b6ae43665d1f7d0ca5d,1,2017-03-08,2017-03-08,3044.12,3044.12,5.0,-6.285578703703703
2ae8173a688e326821403a5b7a6858c2,1,2017-03-20,2017-03-20,3042.36,3042.36,4.0,-4.445277777777778
6172bd5b7f52ade8c6c4548b448ff54f,1,2017-07-06,2017-07-06,3041.73,3041.73,5.0,-13.344444444444445
ea984b06b18cc6905bc2f9b0a3d1c986,1,2017-03-27,2017-03-27,3024.08,3024.08,5.0,-2.3967824074074073
ef8d54b3797ea4db1d63f0ced6a906e9,1,2018-04-19,2018-04-19,3018.6,3018.6,5.0,-18.305775462962963
ee2bb06c1d3f368e92084edefb7e4b57,1,2017-01-31,2017-01-31,3016.01,3016.01,5.0,-16.59210648148148
ae04948ad7210ea76801b331080e0b3a,1,2017-04-05,2017-04-05,3009.53,3009.53,4.0,-8.215474537037037
4683ad127301c1bcbd601a30bb22d2ba,1,2018-04-27,2018-04-27,3005.06,3005.06,5.0,-14.14681712962963
129bfc164612d70a040a844b887dfec5,1,2018-03-18,2018-03-18,2960.05,2960.05,4.0,-1.2954166666666667
d9f8d6be11fb416742c9e35e725303f7,1,2017-11-20,2017-11-20,2938.17,2938.17,3.0,-12.182673611111111
5599df2eeb9e2e4f377db24e09cb976f,1,2017-10-31,2017-10-31,2913.48,2913.48,3.0,-7.304131944444444
fff5eb4918b2bf4b2da476788d42051c,1,2018-07-02,2018-07-02,2844.96,2844.96,5.0,-15.532731481481482
c38b132f1c68c14c0d3b32e66b796eba,1,2018-04-05,2018-04-05,2838.22,2838.22,5.0,-20.242488425925927
8ad6fdb3d658f916f444aaf55a49bb29,1,2018-05-29,2018-05-29,2828.42,2828.42,5.0,-27.148263888888888
c21e93b1d7b7a416d0f36fa6ebc1d60a,1,2017-05-16,2017-05-16,2827.0,2827.0,1.0,-23.59177083333333
25bedfc6317ec4a379ef49b9c1049733,1,2018-04-28,2018-04-28,2818.74,2818.74,1.0,-21.088784722222222
030a810edeec1ceea314282513023587,1,2017-05-09,2017-05-09,2794.5,2794.5,2.0,-11.30394675925926
34ff67eb3466a779b2f6b6fd56a3b953,1,2018-05-31,2018-05-31,2787.87,2787.87,5.0,-28.17846064814815
81d8bf17c9e450228efeedd2603edfaa,1,2017-06-26,2017-06-26,2784.16,2784.16,5.0,-17.17738425925926
eae0a83d752b1dd32697e0e7b4221656,2,2018-02-01,2018-04-24,2783.01,1391.505,3.0,-9.723356481481481
acc38a550c42d17125cd25c32a464d26,1,2018-05-10,2018-05-10,2759.95,2759.95,5.0,-29.257719907407406
ec5d2f91c651ce345616c7035fab6f9d,1,2017-11-27,2017-11-27,2759.88,2759.88,1.0,-0.16199074074074074
1e7097be947ad5d0f7819bdc9d8d7d0e,1,2017-04-06,2017-04-06,2751.24,2751.24,1.0,4.452847222222222
0de97ff655abfc142ba6fc83e86bf082,1,2017-12-02,2017-12-02,2734.66,2734.66,5.0,-9.1759375
149b43a4776ea0a773ac75bc58830fb9,1,2017-06-18,2017-06-18,2734.11,2734.11,1.0,-26.29952546296296
13d9920a16127351540bcd95ad4643c8,1,2017-12-21,2017-12-21,2733.63,2733.63,1.0,9.85130787037037
fc54c2c09aee36da48881e5bf37ef795,1,2017-12-15,2017-12-15,2732.06,2732.06,4.0,-18.953310185185185
f140f377d666848e3712b51a2734d120,1,2018-07-30,2018-07-30,2713.36,2713.36,4.0,-5.967557870370371
5e92460d739e8dd987e279285a1d278c,1,2018-08-13,2018-08-13,2713.36,2713.36,5.0,-11.989826388888888
bb149f7e7bfee3d984e265d0eae6181b,1,2017-06-05,2017-06-05,2681.29,2681.29,4.0,0.7138888888888889
c949c73b1318491d6b5b117acb3e24a4,1,2017-06-02,2017-06-02,2681.29,2681.29,5.0,0.6720023148148148
212b7cfb2631b23e85a4645a7cba1733,1,2018-05-21,2018-05-21,2647.76,2647.76,,-13.15769675925926
f44ffa618df5f8a65899275c93b14ae2,1,2018-05-11,2018-05-11,2638.64,2638.64,4.0,-20.413310185185185
69e4e534ba5e6a8124d132b271923148,1,2017-06-25,2017-06-25,2627.09,2627.09,5.0,-16.61974537037037
684da9ec00ee25877fe21ce197403d04,1,2018-05-08,2018-05-08,2616.0,2616.0,5.0,-10.355729166666666
26b5839e505ee33e6a449f7c2c403f99,1,2018-06-01,2018-06-01,2607.09,2607.09,3.0,-24.242268518518518
7814db11654d2bf3b43bae828b6eee05,1,2017-04-06,2017-04-06,2606.01,2606.01,4.0,-21.389895833333334
7386ded430d6aeb715a0d087c38a2dfe,1,2018-03-15,2018-03-15,2590.61,2590.61,1.0,16.59548611111111
d8f1c3ed0de527caf0a7eceeb025b583,1,2017-03-18,2017-03-18,2574.38,2574.38,5.0,-13.357708333333333
0621cda5f3ee9a2e6f3ae6ebb5fcdbe1,1,2018-05-19,2018-05-19,2564.65,2564.65,5.0,-10.443402777777777
02ccceb879088a0253e1e46e0200bdb8,1,2018-08-09,2018-08-09,2512.53,2512.53,4.0,-8.269583333333333
84056c11d63b679a61f195ef043505f4,1,2017-07-28,2017-07-28,2487.24,2487.24,5.0,-18.15855324074074
575fa0cb05146c256ec1c9d348ec0305,1,2017-08-09,2017-08-09,2480.58,2480.58,3.0,-4.213101851851852
5dff3703f9d82688ab5a1c92df1e4b18,1,2017-10-28,2017-10-28,2467.33,2467.33,1.0,-5.379907407407408
bef3ce10ea5715fbcbcbe3b266ee94c5,1,2018-05-25,2018-05-25,2467.17,2467.17,5.0,-13.623194444444444
0bec90ebca9ff4b2b830950bb052e52d,1,2018-04-24,2018-04-24,2457.44,2457.44,5.0,-13.141122685185184
8e07cbdbbb24328ece74135e2a81405b,1,2018-08-10,2018-08-10,2455.12,2455.12,1.0,15.844189814814815
d3ef55d6de8e4be1d4b905e8169224b5,1,2017-11-30,2017-11-30,2452.12,2452.12,5.0,-23.07439814814815
d77aa95864ae5b42160937615628723a,2,2017-08-29,2017-08-29,2450.1,1225.05,5.0,-9.20529513888889
85475e754525d6d222d917dbc8251801,1,2018-07-28,2018-07-28,2438.51,2438.51,5.0,-10.269363425925926
24c0598e5978021ede868fbf7526544a,1,2017-11-24,2017-11-24,2429.68,2429.68,4.0,0.6733912037037038
98133dfcdb0c24fa03c9eb4f0d69a6c4,1,2017-11-25,2017-11-25,2416.0,2416.0,5.0,-19.087974537037038
86df00dc5fd68f4dd5d5945ca19f3ed6,3,2017-06-08,2017-10-13,2400.48,800.16,5.0,-13.362380401234567
87070b00f89fa49dd0b01ff4bf075b8c,1,2018-04-17,2018-04-17,2389.78,2389.78,5.0,-11.189722222222223
e3e0e9112264452e4700d977ce02a4d1,1,2018-02-27,2018-02-27,2384.5,2384.5,5.0,-10.183599537037036
7b0eaf68a16e4808e5388c67345033c9,2,2018-05-19,2018-05-19,2340.08,1170.04,5.0,-0.18948495370370372
c53a15252bb69a238a59b79c58a84bcf,1,2017-11-20,2017-11-20,2338.48,2338.48,1.0,4.923715277777778
6963ee67570e4454bf00b3e5fe52f734,1,2018-08-19,2018-08-19,2337.4,2337.4,5.0,-24.091400462962962
c01158adcf91ee8f143d12388abe5f22,1,2018-06-09,2018-06-09,2333.97,2333.97,4.0,-26.28304398148148
e6fad5b1c79a4760aac5068d09c46535,1,2018-08-25,2018-08-25,2328.4,2328.4,5.0,-1.3430902777777778
6a71207bf8784292ad3f6e107ab57755,1,2018-06-19,2018-06-19,2325.22,2325.22,4.0,-24.349872685185186
8bce6306eb006a2ff6135ba36d33d644,1,2017-03-31,2017-03-31,2324.99,2324.99,5.0,-9.658402777777777
c7794313e2cd53472b116a751350f132,1,2018-08-16,2018-08-16,2323.25,2323.25,4.0,-11.092523148148148
8a8ac60fd8ea25925f379a33ef277987,1,2018-08-14,2018-08-14,2322.32,2322.32,1.0,-7.848148148148148
352edc42ddf92161e32abb07872de623,1,2017-12-22,2017-12-22,2315.83,2315.83,5.0,-11.143888888888888
bd90c3e19e58ff2439e72b0554026418,1,2018-05-07,2018-05-07,2314.82,2314.82,5.0,-23.094467592592594
00c07da5ba0e07b4f248a3a373b07476,1,2018-07-27,2018-07-27,2304.68,2304.68,5.0,-13.232951388888889
6ddbc64bd04d40f7768ff088d94cbeb8,2,2018-04-09,2018-04-09,2299.66,1149.83,5.0,-20.360625
ec4b05ce75316354ba9b297f64377ed6,1,2017-05-06,2017-05-06,2288.31,2288.31,5.0,-9.13886574074074
559026a1299bd2ede976c8d516d92258,1,2018-03-01,2018-03-01,2276.1,2276.1,1.0,15.478217592592593
03adb96012772d4374285b6a701f3da9,1,2017-08-13,2017-08-13,2269.98,2269.98,5.0,-16.176412037037036
fa094305fdb6062436c99adba7d53dde,1,2018-07-17,2018-07-17,2267.28,2267.28,4.0,-11.255625
7dd0031f1da839843abbcda4e9fb317b,1,2018-07-12,2018-07-12,2267.18,2267.18,5.0,-12.299606481481481
a58b1fe8146940d706e5f07d73bc7d51,1,2018-04-22,2018-04-22,2264.9,2264.9,1.0,-10.235462962962963
698e1cf81d01a3d389d96145f7fa6df8,1,2017-08-23,2017-08-23,2262.8,2262.8,,-18.4909375
e79c794eb044c594d923722240125052,1,2018-07-26,2018-07-26,2252.66,2252.66,4.0,-10.297002314814815
bd879722dc92d795d57264b3c1e09f6a,1,2018-04-06,2018-04-06,2241.64,2241.64,1.0,-20.116284722222222
3d47f4368ccc8e1bb4c4a12dbda7111b,1,2017-10-02,2017-10-02,2234.66,2234.66,1.0,-12.283402777777777
10e1df2717597281c5cffa0e0a7ca7cb,1,2018-08-14,2018-08-14,2225.69,2225.69,5.0,1.8158333333333334
1a3a962a15f8c6ee0178e1102387d3cc,1,2018-06-11,2018-06-11,2223.12,2223.12,5.0,-12.310914351851851
9d15276f07200ca33bdd7eab12ba67ad,1,2018-05-01,2018-05-01,2220.32,2220.32,5.0,-12.088877314814814
bd8717655febcdf30f106e9f3cb24628,1,2017-01-30,2017-01-30,2217.99,2217.99,4.0,-27.49900462962963
14f5335a43420b92aa77e1f35ada3f42,1,2018-05-06,2018-05-06,2213.22,2213.22,5.0,-14.196238425925927
1579133af5d1fadd0e5e37ec439ed1ec,1,2018-05-03,2018-05-03,2207.98,2207.98,5.0,-6.1444675925925925
3895f60f6e6a89e5cfb7b72ffdcdf7e0,1,2018-01-12,2018-01-12,2204.04,2204.04,1.0,-9.125694444444445
c402f431464c72e27330a67f7b94d4fb,1,2018-02-22,2018-02-22,2202.4,2202.4,1.0,-2.3594097222222223
25d6024f1eadd97cf86cfcfb7e9617dd,1,2017-03-13,2017-03-13,2190.4,2190.4,4.0,-5.474895833333333
25d558c329b841732700cb45b86260cf,1,2018-06-25,2018-06-25,2187.42,2187.42,5.0,-13.521863425925925
9db254a87951220e74c58549749cf128,1,2018-08-23,2018-08-23,2187.42,2187.42,5.0,-0.9883449074074074
3cdadaf84a996b3f07ccfcf9796f1dfd,1,2018-06-02,2018-06-02,2183.6,2183.6,5.0,-27.25375
669e44130af1f9e6d3523ab852672374,1,2017-03-23,2017-03-23,2168.6,2168.6,4.0,-20.330717592592592
1da09dd64e235e7c2f29a4faff33535c,3,2017-05-10,2018-01-11,2164.4,721.4666666666667,3.6666666666666665,-15.120408950617284
02e8a66528e84b3ca6150d9b1e03a26f,1,2018-06-24,2018-06-24,2158.57,2158.57,5.0,-28.41193287037037
e0a7e61d37dd4060ab419bdb93a9f05d,1,2018-08-04,2018-08-04,2155.35,2155.35,5.0,-19.281412037037036
60055ae4e5bdcbf7d567809728def6ed,1,2017-09-09,2017-09-09,2154.82,2154.82,5.0,-6.461944444444445
b26746dace6d5d8633283ef402271974,1,2018-04-04,2018-04-04,2153.35,2153.35,4.0,-22.978252314814814
445e36c0849ad359c7b6d99786c3357c,1,2018-05-04,2018-05-04,2153.35,2153.35,5.0,-13.446608796296296
12ebfdb41392890f9d7a8de957274741,1,2018-05-19,2018-05-19,2153.35,2153.35,5.0,-18.202511574074073
ea6f9323b5f8d196980fa72fb91546d0,1,2018-04-04,2018-04-04,2153.35,2153.35,5.0,-20.067592592592593
c77dde0ffa573d733a5afe93774246ec,1,2018-01-07,2018-01-07,2152.92,2152.92,5.0,-20.114212962962963
3baa1dfebd3d28ccc8cdbf5d9faa7602,1,2018-06-12,2018-06-12,2151.29,2151.29,3.0,-19.12238425925926
cad51aa032a0834a45c27586bce31d1c,1,2017-05-17,2017-05-17,2150.81,2150.81,1.0,-22.56136574074074
46e8adbe1802b0aa1d172eb1a4eba9fe,1,2017-11-16,2017-11-16,2150.22,2150.22,5.0,-20.22644675925926
00adeda9b742746c0c66e10d00ea1b74,1,2017-11-07,2017-11-07,2148.4,2148.4,1.0,-20.182696759259258
8a8a3b96590da699865fa7e07e0e08ff,1,2018-05-24,2018-05-24,2133.69,2133.69,5.0,-29.362743055555555
afc8f3a11a809a74e5eef0bda1de6b9c,1,2018-05-03,2018-05-03,2124.78,2124.78,5.0,-17.175833333333333
e8258022c5060b1f3d861556a17fd741,1,2018-08-08,2018-08-08,2115.79,2115.79,5.0,1.8927083333333332
87566fe4966777f59b86e1313f177587,1,2018-05-12,2018-05-12,2115.05,2115.05,4.0,-21.982743055555556
c705e3b98b76bd8e56d09625ac94216a,1,2018-04-24,2018-04-24,2114.63,2114.63,5.0,-17.15017361111111
2621b577faf30c524ef1f0fff766a575,1,2017-04-03,2017-04-03,2111.57,2111.57,5.0,0.25430555555555556
82cd8a647fc34614fde430b3285b913e,1,2018-04-11,2018-04-11,2110.57,2110.57,5.0,-12.067777777777778
af17def00ed5fb1ccbebfe805b0bb641,1,2017-11-23,2017-11-23,2106.55,2106.55,5.0,-16.35925925925926
2f99070486aafcc5dac7a979c1ed5f32,1,2018-04-28,2018-04-28,2105.57,2105.57,5.0,-22.057696759259258
7de6d654e4d5b71483c3799468bc27e6,1,2018-08-15,2018-08-15,2098.4,2098.4,5.0,-9.143356481481481
ea1c9b1a4cc63f26f5a165203a4ebd4f,1,2018-01-28,2018-01-28,2096.14,2096.14,5.0,-3.3040625
92ce8d58d57d7a8f8b2d5ca4b9810b64,1,2018-04-06,2018-04-06,2094.44,2094.44,5.0,-8.913877314814815
59bfe97acaf7979ebbc663af8bb1827d,1,2018-01-24,2018-01-24,2092.86,2092.86,1.0,96.70612268518518
ef7361e14a64f77990f58e9c571e2f9a,1,2018-02-25,2018-02-25,2091.33,2091.33,1.0,10.060115740740741
44975ad30406e58b8c7f2a8dae4c46f8,1,2017-10-18,2017-10-18,2083.09,2083.09,5.0,-27.123032407407408
963fee8d1953b0f2bc792a06043fb11c,1,2018-07-04,2018-07-04,2082.36,2082.36,4.0,-26.220266203703705
83486a65903aefe02ed3bac7c23b5f65,1,2018-05-28,2018-05-28,2075.48,2075.48,4.0,-34.162083333333335
73601b1eec55943e90ce8d61253d5c09,2,2017-09-26,2017-11-01,2068.68,1034.34,4.5,-14.169971064814815
fffcf5a5ff07b0908bd4e2dbc735a684,1,2017-06-08,2017-06-08,2067.42,2067.42,5.0,-26.60972222222222
5e5a9e721cb83187f5893a8c7109faee,1,2017-10-26,2017-10-26,2066.34,2066.34,4.0,-20.364710648148147
f28efe52152019a633891bfdb679886e,1,2018-06-19,2018-06-19,2065.77,2065.77,5.0,-3.354837962962963
918c2334c6537fd745c6aea1e3fe54f8,1,2017-08-16,2017-08-16,2065.35,2065.35,2.0,-6.126643518518518
efb14cc2969129e2d865bc75be239916,1,2017-06-21,2017-06-21,2064.88,2064.88,1.0,6.7059953703703705
6cba2fea42066c8781a30cd92826317c,1,2018-04-25,2018-04-25,2060.51,2060.51,4.0,-19.288032407407407
613835be7274f39d246f0c9c264ca132,1,2018-01-16,2018-01-16,2060.2,2060.2,1.0,22.724155092592593
3d60952351a48ae05804341ab1e3f7fa,1,2018-01-11,2018-01-11,2060.2,2060.2,5.0,-14.500891203703704
8831da2a67b7007cd92faef855f9fb52,1,2018-05-16,2018-05-16,2055.84,2055.84,2.0,10.858009259259259
e197b5ef3ad3220f87041f2475b37c81,1,2018-04-09,2018-04-09,2048.12,2048.12,5.0,-13.169143518518519
b0c3cd877e81291a25eb0be8b1919458,1,2018-06-12,2018-06-12,2045.47,2045.47,5.0,-18.192997685185187
26745aefcbade7bf038c84f9529ba5b1,1,2017-10-28,2017-10-28,2039.31,2039.31,4.0,-10.507974537037038
6d394722d5fc5e721aee6875a218d8db,1,2017-11-04,2017-11-04,2039.2,2039.2,4.0,-7.146689814814815
af366f48405f787edafa83d61e9ab5c5,1,2017-06-14,2017-06-14,2036.86,2036.86,1.0,14.765902777777777
a7acd7f8aefc1d48f618e3f15c5e327b,1,2018-05-10,2018-05-10,2036.04,2036.04,4.0,-7.549548611111111
18d3c0c7617e44eab9bef19f29bbdb1b,1,2017-06-19,2017-06-19,2035.86,2035.86,1.0,9.806747685185185
5330670c6666e6f35a2688802fdb235f,1,2017-07-18,2017-07-18,2034.48,2034.48,1.0,9.855648148148148
3d81d4e0977945889ce7eee309a884c5,1,2018-05-10,2018-05-10,2034.31,2034.31,5.0,-13.377141203703705
a5854c79718864cb7023094de2c0f8f8,1,2017-06-18,2017-06-18,2033.48,2033.48,3.0,-3.1613425925925926
82c0c03a1fb8968a30707374c8566fba,1,2017-11-28,2017-11-28,2032.04,2032.04,4.0,1.7980671296296296
5a04d5472eb5ee998250f0977b31f772,1,2018-08-11,2018-08-11,2032.0,2032.0,5.0,-9.443055555555556
75a8083e27e7af87d890db460e048efa,1,2017-11-21,2017-11-21,2031.47,2031.47,5.0,-9.012083333333333
a813e96ecd044395587037a8314a4151,1,2018-07-01,2018-07-01,2031.09,2031.09,5.0,-15.074849537037037
af4add6ae61530f1768eef38c9a52c05,1,2017-06-14,2017-06-14,2029.62,2029.62,1.0,9.487581018518519
b8b32554df7a612f3aefb40b44653a4d,1,2017-11-17,2017-11-17,2028.75,2028.75,5.0,-12.043680555555556
10080cf8d46d43de1133521a8567b153,1,2018-03-04,2018-03-04,2028.65,2028.65,1.0,18.770023148148148
0bc62798218b7ebd8849210c509efe1d,1,2017-12-10,2017-12-10,2027.65,2027.65,5.0,-14.049513888888889
9cb4965f1caae128f5a82f1345e2e8bc,1,2018-05-04,2018-05-04,2027.26,2027.26,5.0,-17.153900462962962
8f86544c8854a0d0b347511a24981b77,1,2017-10-23,2017-10-23,2027.23,2027.23,1.0,-11.07474537037037
ee10b948f421cd32fab5283f814d0b78,1,2017-04-01,2017-04-01,2027.16,2027.16,5.0,-11.97494212962963
055ec572ac7f3c7bdd04a183830ebe59,1,2017-06-18,2017-07-18,2026.54,2026.54,1.0,12.53050925925926
03d1be27ccf6d46178ecd2ad2cc1db10,1,2017-06-16,2017-06-16,2026.54,2026.54,1.0,6.652847222222222
4c4645e724402ec958ead69dbf1ade6c,1,2017-06-17,2017-06-17,2026.54,2026.54,1.0,8.466793981481482
6ead799d8a12f9095ab29409be2aa075,1,2017-06-18,2017-06-18,2026.54,2026.54,1.0,18.568414351851853
02b6ef845021b8fefe19c8d200f3ee06,1,2018-04-03,2018-04-03,2024.31,2024.31,4.0,-15.007962962962964
a3331aa44b50207a2f580848a07f0a6f,1,2017-10-09,2017-10-09,2023.58,2023.58,4.0,-6.177129629629629
7c82b91749355c6daebaada73da54e2e,1,2017-01-27,2017-01-27,2023.0,2023.0,5.0,-34.60137731481481
921972f1568c1c75a26b18b4cb4ed5a7,1,2018-08-16,2018-08-16,2022.33,2022.33,5.0,-0.19342592592592592
28f6c5e53f39cd45ccd6b22fc82cd1d1,1,2018-05-14,2018-05-14,2022.02,2022.02,4.0,-24.320439814814815
906a8a4ec9f3d4c3e64fa6d1c4fe6009,2,2018-07-05,2018-07-20,2020.83,1010.415,3.5,-12.128605324074075
527f7f3237fb1397c459701bc765b6f0,1,2017-05-11,2017-05-11,2017.08,2017.08,5.0,-14.772592592592593
a22ee6bd65e350c2d1a0d9a12c2e465f,1,2018-08-17,2018-08-17,2014.99,2014.99,1.0,-21.188391203703702
15be5104d4c41b5e0dada09bfa5215d9,1,2017-10-15,2017-10-15,2009.62,2009.62,1.0,-13.297627314814815
0341bbd5c969923a0f801b9e2d10a7b8,2,2018-05-28,2018-05-30,1999.68,999.84,5.0,-30.73189236111111
15dcd36d3c50ae6540aa942684f51824,1,2017-12-18,2017-12-18,1996.32,1996.32,1.0,7.550509259259259
6e328f26167e5c9f1c9ac765e6e95f4d,1,2018-05-25,2018-05-25,1995.69,1995.69,5.0,-13.270983796296296
ee4fb55368c4c4fa5069f4c7cbe0ed2e,1,2018-06-12,2018-06-12,1992.42,1992.42,5.0,-23.307696759259258
fec38f6590f4d8e78563eacd15f0413c,1,2018-04-07,2018-04-07,1989.96,1989.96,5.0,-18.210034722222222
a7ca51c5d161c34444a45ff503b78b0c,1,2018-04-09,2018-04-09,1989.75,1989.75,5.0,-7.306388888888889
237beb4b0ae00c80268b9b894ed3f65a,1,2018-02-26,2018-02-26,1981.22,1981.22,5.0,-5.262129629629629
8637975a0cb5150b10528f5697511668,1,2017-05-10,2017-05-10,1980.71,1980.71,3.0,-9.40375
a0cd1f3e0a9259b6dd8ec0ed4f63a63e,1,2018-08-04,2018-08-04,1978.18,1978.18,4.0,-2.322951388888889
e09ede1057212120a291c4fa1f832c63,1,2017-03-22,2017-03-22,1966.91,1966.91,5.0,-11.397951388888888
a1bd814d14be56675c1201a1a28a6e64,1,2017-09-13,2017-09-13,1963.97,1963.97,4.0,-20.09105324074074
f444ba0d223518973d2ab5ee663bfd9a,1,2018-04-10,2018-04-10,1963.14,1963.14,4.0,-12.400775462962963
ea10c984e50edffb58668706bd0bbfc2,1,2018-04-07,2018-04-07,1963.14,1963.14,4.0,-15.035763888888889
f2a9c45fecbca38c65837639d0e1c0f2,1,2018-04-23,2018-04-23,1963.14,1963.14,4.0,-8.42863425925926
69b2b29382af03e03e486ad307a76000,1,2017-01-29,2017-01-29,1961.0,1961.0,5.0,-28.551388888888887
ca9ff40e3d69e5ffc34a46ed9b91451c,1,2018-03-31,2018-03-31,1951.95,1951.95,5.0,-7.296747685185185
e650a740f366df1d65e17eeda8cccb43,1,2017-05-07,2017-05-07,1944.86,1944.86,5.0,-23.519456018518518
3a205021b542565ebf170c0ec55783d9,1,2017-08-01,2017-08-01,1942.6,1942.6,4.0,-8.081273148148147
9b661514ad84d0489ac73d9e24cbf169,1,2017-09-03,2017-09-03,1942.0,1942.0,4.0,-3.286423611111111
9410c05c403cf6b73c071fa50c8ae641,1,2017-06-19,2017-06-19,1938.74,1938.74,5.0,-22.42212962962963
b25c74b16e09b4a3390a6db984004c44,1,2018-05-11,2018-05-11,1937.64,1937.64,5.0,-6.050162037037037
